,Year,Panel,Category,Proposal,Project,Role,FirstName,Initials,Surname,Gender
2552,2016,HUM,STD,16-UOA-281,Ancient Futures: Late 18th and early 19th century Tongan arts and their legacies,AI,Dagmar,DV,Dyck,M
138,2008,ESA,STD,08-GNS-016,New Zealand's floral origins and the Oligocene land crisis,PI,Dallas,DC,Mildenhall,M
151,2008,ESA,STD,08-UOO-034,Unlocking Early Miocene climate: New Zealand in a warmer world,AI,Dallas,DC,Mildenhall,M
1061,2011,ESA,STD,11-UOO-043,Life in and beyond maars: a revolution in understanding New Zealand Miocene terrestrial biodiversity and ecosystems,PI,Dallas,DC,Mildenhall,M
1939,2014,ESA,STD,14-UOO-102,Captured in amber: ecological complexity in New Zealand's ancient araucarian forests,PI,Dallas,DC,Mildenhall,M
570,2009,PSE,FS,09-GNS-014,Revealing the role of surface states in PbSe nanocrystals,PI,Damian,DA,Carder,M
2178,2015,EHB,STD,15-UOO-185,A baby's eye view: theory of mind development through exposure to repeated behaviours,AI,Damian,DK,Scarf,M
675,2010,CMP,FS,10-AGR-036,Life Partners: How do symbiotic fungi tell plants they want a relationship?,PI,Damien,DJ,Fleetwood,M
1594,2013,EIS,FS,13-UOC-012,The physics of molecular delivery by electroporation of the stratum corneum: local transport region initiation and evolution,AI,Damijan,D,Miklavcic,M
1676,2013,HUM,STD,13-UOA-292,The transformation of everyday life in Samoa (1800-2000),PI,Damon,DI,Salesa,M
92,2008,EEB,FS,08-MAU-006,Where do new enzymes come from?,AI,Dan,DI,Andersson,M
141,2008,ESA,STD,08-UOA-090,Magma forensics at New Zealand's supervolcanoes,AI,Dan,DJ,Morgan,M
1307,2012,ESA,STD,12-GNS-029,Sticky or creepy: what causes abrupt changes in seismic behaviour along subduction plate boundaries?,AI,Dan,DHN,Barker,M
1355,2012,MIS,STD,12-VUW-060,"Algorithmic randomness, computation and complexity",AI,Dan,DC,Turetsky,M
2536,2016,ESA,FS,16-UOA-267,Melt inclusions as a 'window' through the crust: What drives the most productive region of silicic volcanism on Earth?,AI,Dan,DCH,Hikuroa,M
1957,2014,ESA,FS,14-UOC-056,Tidal bending of ice shelves: the key to understanding Antarctic grounding zones,AI,Dana,D,Floricioiu,F
101,2008,EHB,STD,08-UOA-176,Back to the future: how the brain uses the past to imagine the future,AI,Daniel,DL,Schacter,M
418,2009,EHB,STD,09-UOA-173,Redrawing the Polynesian Triangle: Did Polynesian settlement extend to South America?,AI,Daniel,DO,Quiroz,M
513,2009,MIS,STD,09-UOC-008,New mathematical tools to unravel complex ancestry,AI,Daniel,DH,Huson,M
734,2010,EHB,STD,10-VUW-020,The power of the trivial: How do trivial images create immediate illusions of memories and beliefs?,AI,Daniel,DM,Bernstein,M
929,2011,BMS,STD,11-UOA-201,A novel route to restricting G-protein coupled receptor signalling,AI,Daniel,DP,Furkert,M
972,2011,EEB,STD,11-LCR-004,"Superspreading and supershedding: integrating contrasting hypotheses for infectious disease transmission, emergence and persistence",PI,Daniel,DM,Tompkins,M
990,2011,EEB,FS,11-UOC-052,Understanding species-level consequences from a community perspective,PI,Daniel,DB,Stouffer,M
993,2011,EEB,FS,11-UOC-081,"The importance of cospeciation, host-switching, and geographic isolation in the evolutionary history of a vine and its parasite",AI,Daniel,DL,Nickrent,M
1088,2011,ESA,FS,11-NIW-003,Understanding New Zealand's prehistoric climate through kauri chemistry,AI,Daniel,DP,Schrag,M
1237,2012,EEB,STD,12-UOW-087,Toxic in crowds: the triggers of toxin production in planktonic cyanobacteria,AI,Daniel,DR,Dietrich,M
1252,2012,EEB,FS,12-UOW-041,A new solution to a perennial problem: resolving a paradox in pursuit of ecology's Holy Grail,PI,Daniel,DC,Laughlin,M
1618,2013,ESA,STD,13-VUW-010,Using the world's most rapidly slipping normal fault to understand the mechanics of low-angle normal faults and the dynamics of continental extension,AI,Daniel,F,Stockli,M
1954,2014,ESA,FS,14-UOA-028,Getting inside the earthquake machine: fine-scale imaging of the Alpine Fault zone,AI,Daniel,DR,Faulkner,M
2025,2014,PCB,STD,14-UOA-190,Unravelling the unprecedented architecture of the NZ natural product portimine using molecular chess,AI,Daniel,DP,Furkert,M
2338,2015,SOC,STD,15-UOA-222,Unravelling the complexities of socio-economic position (SEP) in the elderly,PI,Daniel,DJ,Exeter,M
2420,2016,EEB,STD,16-UOC-008,Quantifying the importance of non-additive competition in diverse natural plant communities,PI,Daniel,DB,Stouffer,M
2428,2016,EEB,STD,16-UOW-029,Using New Zealand's divaricate plants to test a new hypothesis about the evolution of anti-browsing defences,AI,Daniel,DC,Laughlin,M
2510,2016,ESA,STD,16-NIW-021,"Corals, currents, and phytoplankton: Reconstructing 3000 years of circulation and marine productivity in the world's largest ocean gyre",AI,Daniel,DJ,Sinclair,M
2583,2016,MIS,STD,16-VUW-062,Dimension reduction for mixed type multivariate data,AI,Daniel,D,Fernandez,M
2775,2017,EEB,STD,17-VUW-005,Silencing immunity to determine how pathogens influence invasion success,AI,Daniel,DM,Tompkins,M
2848,2017,EIS,FS,17-MAU-029,Understanding friction in granular mixtures: an experimental and modelling study,AI,Daniel,DJ,Holland,M
2928,2017,ESA,FS,17-UOC-103,The solution to the Southern Ocean's sea ice mystery - its thickness,PI,Daniel,DDF,Price,M
131,2008,ESA,STD,08-GNS-016,New Zealand's floral origins and the Oligocene land crisis,AI,Daphne,DE,Lee,F
155,2008,ESA,STD,08-UOO-034,Unlocking Early Miocene climate: New Zealand in a warmer world,PI,Daphne,DE,Lee,F
1062,2011,ESA,STD,11-UOO-043,Life in and beyond maars: a revolution in understanding New Zealand Miocene terrestrial biodiversity and ecosystems,PI,Daphne,DE,Lee,F
1940,2014,ESA,STD,14-UOO-102,Captured in amber: ecological complexity in New Zealand's ancient araucarian forests,PI,Daphne,DE,Lee,F
1602,2013,ESA,STD,13-GNS-016,"New Zealand's stormy past: resolving changes in South Island precipitation under varying influence of tropical and polar forcing over the past 17,000 years",AI,Darrell,DS,Kaufman,M
2196,2015,EIS,STD,15-UOA-152,Water purification using a green science approach,AI,Darrell,DA,Patterson,M
412,2009,EEB,FS,09-UOC-014,Genetic diversity and recombination analysis of geminiviruses in Australasia,AI,Darren,D,Martin,M
1058,2011,ESA,STD,11-UOO-043,Life in and beyond maars: a revolution in understanding New Zealand Miocene terrestrial biodiversity and ecosystems,AI,Darren,DM,Crayn,M
1809,2014,BMS,FS,14-UOA-148,Creating neural bridges: a conducting polymer neurotransmitter releasing system,PI,Darren,DM,Svirskis,M
3071,2017,SOC,FS,17-UOA-088,Consuming kids: The impact of marketing ‘health’ to children,PI,Darren,DA,Powell,M
242,2008,SOC,STD,08-MAU-002,Social meanings of medication,PI,Darrin,DJ,Hodgetts,M
3015,2017,SOC,STD,17-MAU-137,"'Living' wages: Transforming lives, transforming work?",PI,Darrin,DJ,Hodgetts,M
1561,2013,EIS,STD,13-MAU-116,No longer lost in recognition: development of novel large-vocabulary continuous speech recognition techniques,AI,Darryn,DJ,Joseph,F
1846,2014,EEB,STD,14-UOC-013,Epigenetics and flexible plant memory: how past environmental cues lead to episodic mast flowering,PI,Dave,D,Kelly,F
132,2008,ESA,STD,08-GNS-016,New Zealand's floral origins and the Oligocene land crisis,AI,David,DJ,Cantrill,M
142,2008,ESA,STD,08-UOA-090,Magma forensics at New Zealand's supervolcanoes,AI,David,DM,Pyle,M
159,2008,ESA,STD,08-UOO-052,Probing the memory of quartz sediment,PI,David,D,Craw,M
186,2008,MIS,STD,08-MAU-015,New tools for statistical inference for network-based transportation models,AI,David,DP,Watling,M
215,2008,PSE,STD,08-UOC-044,Gravitational energy and cosmic structure: What is the Universe made of?,PI,David,DL,Wiltshire,M
237,2008,PSE,FS,08-UOA-112,"Hunting for HIF-1 inhibitors: synthesis of Manassantin B, a potent, non-cytotoxic HIF-1 inhibitor",PI,David,D,Barker,M
253,2008,SOC,STD,08-UOC-025,Carbon neutrality: fact or fiction?,AI,David,DL,Levy,M
295,2009,BMS,STD,09-UOO-104,Hormonal regulation of bodyweight in reproduction,PI,David,DR,Grattan,M
328,2009,CMP,STD,09-PAF-008,Channelling scent: how insects smell using ligand-gated calcium channels,AI,David,DL,Christie,M
349,2009,CMP,STD,09-VUW-142,Cracking the non-ribosomal code,PI,David,DF,Ackerley,M
374,2009,EEB,STD,09-MAU-140,Optimal chemical and physical conditions for the origin of RNA life forms,AI,David,D,Penny,M
395,2009,EEB,STD,09-UOO-175,Ocean acidification: calcifiers are only the tip of the iceberg,PI,David,DA,Hutchins,M
485,2009,ESA,FS,09-UOC-023,Did Indonesian tectonic uplift change ocean circulation and global climate 3-4 Myr ago?,AI,David,D,Haig,M
638,2010,BMS,STD,10-UOO-098,Multifunctional azoles: A triple whammy designed to defeat drug resistance,AI,David,DS,Bellows,M
678,2010,CMP,FS,10-LIU-016,Overcoming plant immune responses - the key to fungal symbiosis,AI,David,DR,Greenwood,M
691,2010,EEB,STD,10-MAU-096,From genomics to properties of the last Eukaryote common ancestor,PI,David,D,Penny,M
694,2010,EEB,STD,10-UOC-008,Flexible behaviour mediated by modular processing of visual information in jumping spiders,AI,David,DC,O'Carroll,M
770,2010,ESA,STD,10-GNS-011,"Deep Fault Drilling Project: Physical properties and ambient conditions within the active Alpine Fault plate boundary in central South Island, New Zealand",AI,David,DJ,Prior,M
804,2010,ESA,STD,10-UOC-012,Extrasolar planets in binary star systems,PI,David,DJ,Ramm,M
812,2010,ESA,STD,10-UOW-056,New views from old soils: testing the reconstruction of environmental and climatic change using genetic signals preserved in buried paleosols,PI,David,DJ,Lowe,M
966,2011,CMP,FS,11-UOO-076,Ambition and the anterior cingulate cortex: neural-level contributions to effortful choice behaviour,AI,David,DK,Bilkey,M
1032,2011,EIS,STD,11-UOW-010,"Negative structures, superposition and penalty parameters for dynamic analysis",AI,David,D,Kennedy,M
1039,2011,EIS,FS,11-UOA-276,Combining laser scanning with molecular resolution: rapid live cell imaging at the nanometre scale,PI,David,DM,Baddeley,M
1054,2011,ESA,STD,11-MAU-032,Isolated planetary mass objects in the Galaxy: alien worlds between stars,PI,David,DP,Bennett,M
1064,2011,ESA,STD,11-UOO-045,Episodic creep at the brittle-ductile transition during the seismic cycle of great earthquakes,AI,David,DL,Goldsby,M
1072,2011,ESA,STD,11-UOO-045,Episodic creep at the brittle-ductile transition during the seismic cycle of great earthquakes,PI,David,DJ,Prior,M
1136,2011,MIS,FS,11-VUW-123,Attacking the grand challenge of a verifying compiler,PI,David,DJ,Pearce,M
1184,2011,SOC,FS,11-LIU-007,"Urbanising sustainability: everyday encounters of risk, justice and nature",AI,David,DC,Thorns,M
1193,2012,BMS,STD,12-UOO-029,Overcoming anxiety: the neuroendocrine strategy of new mothers,AI,David,DR,Grattan,M
1200,2012,BMS,STD,12-UOO-202,Mechanism of hormone entry across the blood-brain-barrier,PI,David,DR,Grattan,M
1213,2012,CMP,STD,12-UOO-161,En garde! The development of a stress response in bees and its impact on learning and memory,AI,David,DB,Jarriault,M
1220,2012,CMP,FS,12-UOA-333,Resolving the nanostructure of the cochlear synapse,AI,David,DM,Baddeley,M
1222,2012,CMP,FS,12-UOO-043,The role of asymmetric division in male germ-line specification in flowering plants,AI,David,D,Twell,M
1238,2012,EEB,STD,12-UOW-087,Toxic in crowds: the triggers of toxin production in planktonic cyanobacteria,PI,David,DP,Hamilton,M
1262,2012,EHB,STD,12-UOO-050,Brain mechanisms of self control,PI,David,DK,Bilkey,M
1272,2012,EIS,STD,12-UOA-122,Novel movement retraining for musculoskeletal and neurological disorders using artificial muscle,AI,David,D,Lloyd,M
1288,2012,EIS,FS,12-UOC-091,Electrocatalytic conversion of carbon dioxide to methanol,AI,David,DA,Harrington,M
1432,2013,BMS,STD,13-UOA-064,Investigation of macromolecular assembly and signalling by an antiretroviral host protein,PI,David,DC,Goldstone,M
1497,2013,EEB,STD,13-UOC-106,A friend of my friend is my friend: testing how habitat cascades increase ecosystem function and biodiversity,AI,David,DR,Schiel,M
1525,2013,EEB,FS,13-VUW-038,Making a rod for our own backs: do human actions select for traits that promote invasiveness in animals?,AI,David,DG,Chapple,M
1547,2013,EHB,STD,13-VUW-071,Modelling the extensive and intensive margins in earnings dynamics,AI,David,DE,Card,M
1549,2013,EHB,STD,13-VUW-075,Controlling emotional distraction: testing the Asymmetric Inhibition Model,AI,David,D,Carmel,M
1596,2013,ESA,STD,13-GNS-009,Does the southern edge of the Hikurangi Plateau control Otago tectonics?,AI,David,D,Gubbins,M
1611,2013,ESA,STD,13-UOO-009,Gold growth in situ: nanoparticles to nuggets,PI,David,D,Craw,M
1628,2013,ESA,STD,13-VUW-101,Locked and loaded? Effects of deep seismic and aseismic deformation on Alpine Fault earthquakes,AI,David,DR,Shelly,M
1693,2013,MIS,STD,13-UOA-061,A unified framework for phylodynamic inference of infectious diseases,PI,David,D,Welch,M
1752,2013,SOC,STD,13-UOA-205,The Crown: perspectives on a contested symbol and its constitutional significance in New Zealand and the Commonwealth,AI,David,DV,Williams,M
1765,2013,SOC,STD,13-UOW-058,The sub-national mechanisms of the ending of population growth: towards a theory of depopulation,AI,David,DC,Mare,M
1826,2014,CMP,STD,14-UOO-186,Functional and morphological dissection of a plastic neuroendocrine circuit,AI,David,DR,Grattan,M
1854,2014,EEB,STD,14-UOO-251,The evolution of the functional diversity of forests,PI,David,DJ,Bryant,M
1866,2014,EEB,FS,14-MAU-077,"Linking genes, phenotypes and communities: uncovering heritable variation in community structure",PI,David,JD,Aguirre,M
1974,2014,HUM,STD,14-VUW-122,"Secret world: security intelligence and state surveillance in New Zealand, 1907-2007",AI,David,D,Burke,M
1975,2014,HUM,STD,14-VUW-122,"Secret world: security intelligence and state surveillance in New Zealand, 1907-2007",AI,David,DJ,Filer,M
1985,2014,MIS,STD,14-MAU-017,"Modelling, inference and prediction for dynamic traffic networks",AI,David,DP,Watling,M
1994,2014,MIS,STD,14-UOA-155,A question of identity: statistical methods for a new era in wildlife abundance estimation,AI,David,DL,Borchers,M
2034,2014,PCB,STD,14-UOC-103,Allosteric regulation and the dynamics of a molecular pendulum that controls a catalytic clock,AI,David,DD,Boehr,M
2097,2015,CMP,STD,15-MAU-148,A chemical cue for fungal-plant symbiosis,AI,David,DF,Ackerley,M
2115,2015,CMP,STD,15-VUW-037,"Better, faster, stronger: bionic enzymes for artificial substrates",PI,David,DF,Ackerley,M
2153,2015,EEB,FS,15-MAU-028,Unpacking infection spillover dynamics,PI,David,DTS,Hayman,M
2176,2015,EHB,STD,15-UOO-169,"A genomic study of the people of Wairau Bar: health, history and origins of the first New Zealanders",AI,David,DM,Lambert,M
2303,2015,PCB,STD,15-UOA-180,Lighting up sugars: fluorescent probes for saccharides,AI,David,DC,Ware,M
2308,2015,PCB,STD,15-UOA-337,Stretchable polymer electronics that sticks and heals,AI,David,D,Barker,M
2379,2016,BMS,FS,16-UOA-313,The mechanics of mitochondrial derived peptides (MDP),AI,David,D,Cameron-Smith,M
2399,2016,CMP,STD,16-UOO-236,Growth factors mediating prolactin-induced neurogenesis in the adult brain,PI,David,DR,Grattan,M
2419,2016,EEB,STD,16-UOA-277,"Genomes, phenotypes and fossils: integrative models of species evolution",PI,David,D,Welch,M
2564,2016,HUM,FS,16-MAU-028,'A Union of Hearts and Wills'? Second World War Conscription and New Zealand Society,PI,David,DC,Littlewood,M
2695,2017,BMS,FS,17-UOA-232,Does ATP release contribute to perinatal brain injury after ischaemia?,AI,David,DJ,Crossman,M
2703,2017,CMP,STD,17-MAU-119,A new role for HDAC4 in neuronal morphogenesis and memory,AI,David,D,Wheeler,M
2708,2017,CMP,STD,17-PAF-006,Better red than dead: Ancient origins of stress tolerance in land plants,AI,David,DA,Brummell,M
2748,2017,EEB,STD,17-MAU-044,Improved modelling in evolutionary transcriptomics and proteomics will advance understanding of plant adaptation,AI,David,DJ,Bryant,M
2779,2017,EEB,FS,17-LCR-012,Friends on the forest floor: do facilitative interactions dominate in New Zealand’s unique bryoflora?,AI,David,DJ,Burritt,M
2780,2017,EEB,FS,17-LCR-012,Friends on the forest floor: do facilitative interactions dominate in New Zealand’s unique bryoflora?,AI,David,DS,Glenny,M
2824,2017,EIS,STD,17-MAU-023,The greedy algae that are great for our environment: why do they pay an energy penalty to gorge phosphate?,AI,David,D,Wheeler,M
2885,2017,ESA,STD,17-UOO-052,Stretching ice to the limit: New flow laws for ice sheets,AI,David,DL,Goldsby,M
2887,2017,ESA,STD,17-UOO-052,Stretching ice to the limit: New flow laws for ice sheets,PI,David,DJ,Prior,M
2906,2017,ESA,FS,17-GNS-030,Shaken not stirred: What triggers slip in shallow subduction zones?,AI,David,DN,Petley,M
2962,2017,MIS,STD,17-UOA-295,Cells and whistles: supercharging our biodiversity monitoring toolkit using genetic and acoustic records,AI,David,DL,Borchers,M
2977,2017,MIS,FS,17-UOA-061,Exploiting gauge theory and duality in geometry,AI,David,DP,Baraglia,M
3000,2017,PCB,STD,17-UOO-222,Polymer-Immobilized Carbon Monoxide Donors: Agents for Tissue Protection,PI,David,DS,Larsen,M
915,2010,SOC,STD,10-VUW-071,Enhancing communication intervention for children with autism,PI,Dean,DE,Sutherland,M
